File,#Seq,Total bp,Avg,N50,N75,N90,auN,Min,Max
GCF_004301055.1,145,3116145,21490.7,86844,42387,20331,105944.895,206,251558
GCF_001982205.1,105,3333921,31751.6,58370,28299,15863,72586.914,2024,226969
GCF_003545985.1,122,3243521,26586.2,57113,27886,16488,64528.364,509,191920
GCF_001639455.1,189,3204420,16954.6,56141,29732,13331,73980.105,205,216022
GCF_004102845.1,158,3388070,21443.5,56029,31150,10353,86496.973,505,232693
GCF_004212195.1,158,3388070,21443.5,56029,31150,10353,86496.973,505,232693
GCF_001981955.1,123,3073531,24988.1,54548,23164,11914,56619.315,2132,140657
GCF_900290125.1,152,3342151,21987.8,54128,29385,11779,73230.072,509,173954
GCF_900290085.1,161,3295692,20470.1,54053,30002,11544,73932.702,522,174128
GCF_900290135.1,136,3248428,23885.5,54053,30906,14025,72080.334,544,173954
GCF_001982195.1,110,3375906,30690.1,51082,28537,14355,56705.792,2122,135503
GCF_004301145.1,141,3082060,21858.6,86844,42344,22662,108467.783,200,252218
GCF_004301305.1,143,3175351,22205.3,85062,42572,19729,103203.416,200,253240
GCF_018138205.1,143,3125207,21854.6,86840,50724,19725,106309.996,200,252323
GCF_004301595.1,120,3132725,26106.0,86975,53423,23280,112230.390,200,252432
GCF_004302495.1,115,3103867,26990.1,76306,42344,23249,87546.262,200,253289
GCF_004301325.1,137,3172851,23159.5,87067,52352,19729,104172.204,202,253061
GCF_004301345.1,152,3171526,20865.3,74936,37813,17206,76803.276,200,155349
GCF_004301225.1,152,3173980,20881.4,71878,37819,19729,83074.335,200,253333
GCF_004301545.1,114,3133031,27482.7,86993,53411,20144,102378.414,200,230157
GCF_004302725.1,123,3132034,25463.7,86972,53411,20144,102263.405,200,230084
GCF_004301245.1,132,3171220,24024.4,93061,52686,19729,112208.683,200,252941
GCF_018138185.1,147,3098550,21078.6,86922,42422,18176,99130.294,200,252169
GCF_018138265.1,153,3129154,20452.0,87091,52201,20151,100351.884,200,252024
GCF_004301565.1,137,3168341,23126.6,87004,52578,19717,99060.101,200,230281
GCF_004302295.1,131,3148854,24037.1,76093,52627,19705,86111.988,200,193960
GCF_004301425.1,143,3172647,22186.3,84731,42556,19717,92548.643,200,231284
GCF_004301435.1,155,3171853,20463.6,69605,36003,17348,72168.543,200,155388
GCF_004301445.1,144,3173443,22037.8,76093,45931,19717,91999.153,200,230697
GCF_004301695.1,141,3171771,22494.8,85557,45902,19717,97492.998,200,230372
GCF_004301705.1,125,3137272,25098.2,85939,53411,20144,97766.293,200,230345
GCF_004301725.1,136,3169551,23305.5,85548,52592,19717,96436.604,200,230298
GCF_004302285.1,146,3176918,21759.7,76115,42331,19717,82349.961,200,194000
GCF_004302405.1,143,3171836,22180.7,79450,45952,19717,79691.898,204,155346
GCF_004302715.1,133,3138288,23596.2,85668,52647,20053,81032.835,200,155348
GCF_004302745.1,126,3133313,24867.6,85498,52483,19996,98480.260,200,230503
GCF_004302695.1,134,3138426,23421.1,72828,42703,20041,75512.405,202,155355
GCF_004301815.1,143,3169719,22165.9,84731,52570,19717,100285.104,200,230192
GCF_004301585.1,135,3166210,23453.4,85733,52583,16828,96287.317,200,230485
GCF_004301685.1,131,3170582,24202.9,86994,52567,16916,100672.177,200,230264
GCF_004301795.1,129,3137162,24319.1,84731,52589,19996,96151.258,200,230308
GCF_004301805.1,126,3136781,24895.1,87021,52775,19996,102037.142,200,230766
GCF_004301865.1,138,3169389,22966.6,85553,52589,16837,96254.635,200,230654
GCF_004302185.1,121,3140147,25951.6,84731,52834,19913,90379.642,200,194001
GCF_004302685.1,134,3167344,23636.9,96753,53536,19913,103097.526,200,230555
GCF_004302215.1,161,3179635,19749.3,84743,42344,19729,98999.770,200,253073
GCF_004302485.1,119,3107244,26111.3,94001,45937,23317,106386.957,200,251658
GCF_004301335.1,138,3173812,22998.6,79287,52646,19717,86021.136,200,194237
GCF_004301355.1,140,3171048,22650.3,84731,42332,19717,80895.468,200,175257
GCF_004301455.1,138,3172089,22986.2,85151,45928,19717,93076.166,200,230900
GCF_004301875.1,134,3140058,23433.3,83998,45938,19887,92052.428,200,231029
GCF_004302115.1,142,3170424,22326.9,76245,42274,19717,91498.200,200,230743
GCF_004302135.1,121,3140389,25953.6,87045,52617,19996,95691.964,200,231694
GCF_004302395.1,143,3175569,22206.8,80068,45957,19717,80052.905,200,155339
GCF_004302515.1,146,3172235,21727.6,76101,42332,17635,89983.534,200,230729
GCF_004302105.1,150,3177848,21185.7,69007,42344,16878,93353.503,200,253137
GCF_004301235.1,145,3174565,21893.6,76327,50890,19697,77758.162,200,155318
GCF_004301395.1,155,3179858,20515.2,79545,45956,17528,78493.685,201,155330
GCF_004301485.1,147,3175247,21600.3,69582,42332,17300,75537.829,204,155379
GCF_004301555.1,142,3173167,22346.2,85673,52653,19717,82513.662,200,175487
GCF_004301655.1,135,3136804,23235.6,85119,43956,19913,95484.660,200,230372
GCF_004301765.1,138,3172515,22989.2,76075,45908,19717,91910.675,200,230379
GCF_004302125.1,148,3174197,21447.3,72441,36003,17169,78819.297,200,194014
GCF_004302345.1,118,3133353,26553.8,87004,53411,20144,100573.987,200,230699
GCF_004302415.1,155,3177211,20498.1,85122,52595,19717,93991.597,200,230759
GCF_004302505.1,143,3174275,22197.7,85632,52980,19717,94498.447,200,231489
GCF_004302615.1,121,3140887,25957.7,77704,45958,19717,78004.266,200,155345
GCF_004302055.1,136,3167422,23289.9,84870,52553,19705,100194.108,200,230758
GCF_004301645.1,136,3166802,23285.3,85495,52531,16755,96353.278,200,231117
GCF_004301775.1,139,3170357,22808.3,85744,52590,19717,96494.719,200,230503
GCF_004302195.1,133,3135372,23574.2,76059,41697,19830,91992.840,200,230365
GCF_004301045.1,160,3118749,19492.2,86844,42385,20155,100021.000,200,251887
GCF_004302535.1,136,3166549,23283.4,84869,52546,19717,100267.076,200,230414
GCF_004302205.1,161,3173212,19709.4,65309,37813,15329,71156.302,200,155344
GCF_004302645.1,146,3172931,21732.4,76108,45946,17085,78105.356,200,155337
GCF_018138245.1,143,3133226,21910.7,85962,42340,20152,104176.513,203,251985
GCF_004302005.1,145,3174851,21895.5,85618,45926,17194,89498.455,200,231136
GCF_004301255.1,142,3177820,22379.0,73341,50905,19705,87329.914,200,232385
GCF_004302035.1,142,3169705,22321.9,85651,45924,16998,85077.893,207,212063
GCF_004302255.1,139,3179959,22877.4,76539,45920,19907,86572.633,200,212375
GCF_004302445.1,141,3175895,22524.1,76098,41442,19717,91423.938,200,232030
GCF_004302305.1,143,3174157,22196.9,85406,40887,19717,89627.942,200,230875
GCF_004301975.1,162,3186035,19666.9,76113,41458,16573,88527.374,200,251552
GCF_004302315.1,194,3193956,16463.7,79007,41317,15341,93961.336,200,194336
GCF_004302585.1,144,3175833,22054.4,85154,47008,19705,92762.695,200,231949
GCF_004301885.1,137,3145605,22960.6,65546,42117,17380,78727.227,200,194903
GCF_004302385.1,152,3174116,20882.3,65234,42332,19717,81242.592,200,193862
GCF_004301995.1,139,3174533,22838.4,85440,42344,19729,103360.002,200,253338
GCF_004302065.1,121,3143545,25979.7,85208,45951,19729,101094.538,200,253495
GCF_009766195.1,157,3186152,20294.0,85845,59177,16144,135320.078,200,279985
GCF_004301955.1,152,3177686,20905.8,75252,37813,17285,80411.814,200,231437
GCF_004301915.1,161,3184427,19779.0,65491,34806,15318,69620.659,200,151722
GCF_900176235.1,172,3724195,21652.3,3308392,3308392,9721,2939570.931,502,3308392
GCF_004302625.1,163,3148040,19313.1,50947,28536,16487,51830.816,200,102496
GCF_001754025.1,170,3124603,18380.0,67000,34662,16531,84723.330,200,202010
GCF_004301155.1,185,3089157,16698.1,68289,42574,13219,81088.998,204,238443
GCF_004301905.1,185,3257813,17609.8,53889,27303,15377,55435.003,200,118958
GCF_000412205.1,11,3361015,305546.8,3044678,3044678,3044678,2762510.551,6464,3044678
GCF_000466905.3,11,3465655,315059.5,3188928,3188928,3188928,2937723.823,3516,3188928
GCF_000507045.1,105,3320363,31622.5,80424,51546,15448,109303.236,316,360161
GCF_000762955.1,7,3507828,501118.3,3364521,3364521,3364521,3228341.204,2127,3364521
GCF_000604105.1,3,3210111,1070037.0,3198796,3198796,3198796,3187548.879,2062,3198796
GCF_000463075.2,51,3414633,66953.6,143220,66967,41357,219149.693,548,570301
GCF_000023085.1,1,3197759,3197759.0,3197759,3197759,3197759,3197759.000,3197759,3197759
GCF_000148815.2,2,3307936,1653968.0,3254376,3254376,3254376,3202550.419,53560,3254376
GCF_002906875.1,4,3541869,885467.2,3359427,3359427,3359427,3191202.789,8212,3359427
GCF_002174195.1,1,3223596,3223596.0,3223596,3223596,3223596,3223596.000,3223596,3223596
GCF_019211785.1,4,3331790,832947.5,3209069,3209069,3209069,3092625.594,27591,3209069
GCF_019211765.1,3,3305675,1101891.7,3209068,3209068,3209068,3116856.866,31995,3209068
GCF_005576935.1,4,3380674,845168.5,3198645,3198645,3198645,3029836.140,45775,3198645
GCF_013256965.1,3,3230201,1076733.7,3191656,3191656,3191656,3153915.497,5669,3191656
GCF_001272315.2,3,3273239,1091079.7,3156839,3156839,3156839,3046699.629,49005,3156839
GCF_003952885.1,3,3195678,1065226.0,3122126,3122126,3122126,3051133.767,31060,3122126
GCF_003429585.1,2,3291651,1645825.5,3235952,3235952,3235952,3182137.999,55699,3235952
GCF_007989145.1,60,3191823,53197.1,115585,62216,34844,139266.477,722,371668
GCF_002872355.1,12,3135832,261319.3,505337,471434,242393,558783.234,2041,860460
GCF_019655875.1,29,3217864,110960.8,474692,435057,125497,457855.810,205,691347
GCF_015714775.1,40,3218730,80468.2,301551,136355,64771,395886.608,211,702547
GCF_018588615.1,32,3252129,101629.0,237929,150837,77467,262862.108,408,442317
GCF_018588665.1,31,3249995,104838.5,220482,127061,77483,248270.019,408,442317
GCF_018588605.1,152,3381509,22246.8,91046,49638,15591,119807.941,314,342124
GCF_000143745.1,9,3212261,356917.9,554392,309096,261729,516135.678,7219,693713
GCF_001434175.1,48,3208905,66852.2,176138,94571,50166,201048.716,363,401646
GCF_000247735.1,10,3207224,320722.4,786373,341542,319565,612400.287,12018,832807
GCF_000392485.3,8,3246630,405828.8,3035719,3035719,3035719,2840961.337,8686,3035719
GCF_000347515.1,68,3108278,45710.0,129919,76189,36554,176506.233,271,500530
GCF_000203855.3,4,3348624,837156.0,3308273,3308273,3308273,3268799.508,1917,3308273
GCF_001307325.1,13,3503067,269466.7,808626,476828,425180,1023902.730,560,1586832
GCF_000474695.1,102,3477495,34093.1,68046,41257,21534,93995.046,622,255359
GCF_000338115.2,4,3299755,824938.8,3203964,3203964,3203964,3112009.324,15167,3203964
GCF_005405125.1,50,3030001,60600.0,107564,60473,42113,98373.717,1097,157496
GCF_018991255.1,133,3650647,27448.5,118379,54903,25808,121978.179,328,318676
GCF_018991185.1,184,3676354,19980.2,54739,23683,14227,65349.948,326,156137
GCF_001438845.1,103,2989578,29025.0,113879,71058,37119,196470.320,204,429471
GCF_008831485.1,1,1683905,1683905.0,1683905,1683905,1683905,1683905.000,1683905,1683905
GCF_001042405.1,1,1704859,1704859.0,1704859,1704859,1704859,1704859.000,1704859,1704859
GCF_012848655.1,1,1683950,1683950.0,1683950,1683950,1683950,1683950.000,1683950,1683950
GCF_009738535.1,1,1677515,1677515.0,1677515,1677515,1677515,1677515.000,1677515,1677515
GCF_003047065.1,1,2009973,2009973.0,2009973,2009973,2009973,2009973.000,2009973,2009973
GCF_003952845.1,1,2092540,2092540.0,2092540,2092540,2092540,2092540.000,2092540,2092540
GCF_020883435.1,1,2037416,2037416.0,2037416,2037416,2037416,2037416.000,2037416,2037416
GCF_013342945.1,1,1991976,1991976.0,1991976,1991976,1991976,1991976.000,1991976,1991976
GCF_000934625.1,1,1991969,1991969.0,1991969,1991969,1991969,1991969.000,1991969,1991969
GCF_002224305.1,1,1991906,1991906.0,1991906,1991906,1991906,1991906.000,1991906,1991906
GCF_002286215.1,1,1991195,1991195.0,1991195,1991195,1991195,1991195.000,1991195,1991195
GCF_000786395.1,20,1956698,97834.9,170687,87265,58813,199285.616,448,405501
GCF_001868765.1,7,1992320,284617.1,1609741,1609741,375454,1371391.288,523,1609741
GCF_002914945.1,16,1965665,122854.1,320101,161363,58693,304482.989,1829,522693
GCF_017009725.1,14,1995761,142554.4,242274,167481,83389,473774.716,1406,872320
GCF_017009715.1,19,1965390,103441.6,231909,151367,46821,335947.676,1457,676265
GCF_017009515.1,17,1967267,115721.6,231484,161410,58747,340028.387,1403,676426
GCF_017009605.1,20,1966633,98331.6,231484,122884,46822,332651.254,1409,676426
GCF_017009595.1,17,1977709,116335.8,222101,152037,55466,455883.809,1410,863463
GCF_003061965.1,41,1964272,47909.1,168388,85923,41982,188701.924,212,389190
GCF_003053135.1,32,1968373,61511.7,168151,86407,46950,311616.245,222,670503
GCF_003062025.1,34,1968514,57897.5,168008,86077,46950,311347.154,238,669876
GCF_003062045.1,36,1970142,54726.2,168008,86407,46950,311755.985,222,670920
GCF_002406675.1,70,2046837,29240.5,167927,147808,42559,247462.384,599,526365
GCF_003061905.1,37,1963932,53079.2,167831,85923,43891,300642.722,212,669776
GCF_017009695.1,22,1961821,89173.7,167795,88033,46950,305190.789,1133,670867
GCF_017009655.1,18,1993969,110776.1,167771,122157,58807,340887.981,1133,719630
GCF_003061925.1,28,1969008,70321.7,167756,88006,46950,311944.439,257,670626
GCF_003061985.1,28,1968830,70315.4,167756,120975,58875,319077.562,257,669979
GCF_017009485.1,27,1969712,72952.3,167756,121060,43900,309801.068,229,670939
GCF_017009475.1,21,1987806,94657.4,167722,86360,55493,328540.313,778,709917
GCF_003061885.1,36,1969467,54707.4,167716,86407,46950,311372.281,240,670292
GCF_017009575.1,20,1950144,97507.2,167711,86714,58874,308396.702,675,670753
GCF_009741835.1,27,1962641,72690.4,167689,86152,43616,302858.078,1118,670189
GCF_013867555.1,21,1953269,93012.8,167684,86601,58816,307974.722,594,670283
GCF_009742735.1,27,1962738,72694.0,167681,86152,43620,190228.473,1118,378946
GCF_013867605.1,22,1965753,89352.4,167660,87217,46894,387754.256,655,792156
GCF_003641085.1,34,1951037,57383.4,167656,87905,42116,303085.079,203,669777
GCF_003053245.1,34,1970718,57962.3,167634,113187,43678,308404.420,247,670523
GCF_008868625.1,29,1969767,67923.0,167634,121622,46950,317570.921,249,670626
GCF_017695935.1,43,1976704,45969.9,167634,121060,46950,330948.101,257,670395
GCF_003061945.1,32,1967572,61486.6,167594,86407,46950,311683.498,250,670523
GCF_021229035.1,20,1963878,98193.9,231479,161499,58730,337504.188,1408,675994
GCF_001950045.1,25,2009507,80380.3,242365,102352,55110,267093.053,1146,515002
GCF_902386525.1,25,2009507,80380.3,242365,102352,55110,267093.053,1146,515002
GCF_018252545.1,43,1963371,45659.8,112830,69549,42362,289544.957,263,670557
GCF_001639165.1,74,1951689,26374.2,89054,21322,10360,131217.405,612,380748
GCF_003062005.1,110,1982025,18018.4,86217,45254,17289,136249.947,200,305387
GCF_000159715.1,38,2020500,53171.1,1227701,413078,346840,890093.023,202,1227701
GCF_000442865.1,19,1986992,104578.5,169301,89450,49946,310797.351,7688,672576
GCF_000469765.1,22,2002008,91000.4,242633,152218,55226,465867.068,1029,877479
GCF_001591845.1,18,1955274,108626.3,242421,167336,64086,445542.870,730,837565
GCF_001433895.1,30,1954043,65134.8,167501,87098,58790,194543.635,528,404580
GCF_000469705.1,34,1951821,57406.5,166831,58772,30647,290995.557,1025,671357
GCF_000442825.1,21,2047860,97517.1,169267,86951,59851,174366.464,4091,313424
GCF_000469745.1,27,1991758,73768.8,234673,128649,42524,272505.620,1033,552040
GCF_000389675.2,1,1991579,1991579.0,1991579,1991579,1991579,1991579.000,1991579,1991579
GCF_000011985.1,1,1993560,1993560.0,1993560,1993560,1993560,1993560.000,1993560,1993560
GCF_003999355.1,2,1601193,800596.5,1400795,1400795,200398,1250558.796,200398,1400795
GCF_002075105.1,2,1636037,818018.5,1422440,1422440,213597,1264616.407,213597,1422440
GCF_009497035.1,1,1664248,1664248.0,1664248,1664248,1664248,1664248.000,1664248,1664248
GCF_004354545.1,52,1634295,31428.8,58663,34573,16500,92178.351,666,194061
GCF_902375705.1,98,1537388,15687.6,54804,27286,10407,71924.607,206,163859
GCF_001435665.1,98,1537388,15687.6,54804,27286,10407,71924.607,206,163859
GCF_021398395.1,1,2176326,2176326.0,2176326,2176326,2176326,2176326.000,2176326,2176326
GCF_000191545.1,3,2097766,699255.3,2078001,2078001,2078001,2058522.212,7197,2078001
GCF_020149995.1,1,1925613,1925613.0,1925613,1925613,1925613,1925613.000,1925613,1925613
GCF_006384175.1,2,2145019,1072509.5,2060794,2060794,2060794,1983183.254,84225,2060794
GCF_004307475.1,32,1706975,53343.0,88760,53069,30890,125723.604,2041,255846
GCF_002706375.1,1,2172769,2172769.0,2172769,2172769,2172769,2172769.000,2172769,2172769
GCF_001433985.1,116,2017377,17391.2,51213,20058,9189,54089.209,516,134727
GCF_000182855.2,3,2126674,708891.3,2067702,2067702,2067702,2011199.518,25284,2067702
GCF_000194115.1,3,1977087,659029.0,1894401,1894401,1894401,1818272.241,4541,1894401
GCF_003150935.1,1,1683102,1683102.0,1683102,1683102,1683102,1683102.000,1683102,1683102
GCF_002837055.1,74,1588648,21468.2,795185,41911,11092,419123.788,315,795185
GCF_014635365.1,29,1706076,58830.2,311939,208617,78758,482042.912,500,795003
GCF_014324145.1,53,1862087,35133.7,557448,557448,83627,599400.926,201,860981
GCF_900094785.1,17,1682549,98973.5,312333,194214,80094,480796.758,1039,795555
GCF_000970735.1,7,1717379,245339.9,1253344,317080,317080,984329.416,557,1253344
GCF_003946165.1,82,2864583,34933.9,70190,40626,22804,81950.717,1117,167342
GCF_002916915.1,29,1671437,57635.8,221660,66626,43687,206543.215,337,425133
GCF_900112665.1,20,1675906,83795.3,191592,78164,42406,201598.520,1395,341186
GCF_003515845.1,10,1631491,163149.1,332448,163527,70155,318805.077,5259,502762
GCF_003515855.1,16,1644846,102802.9,169269,91455,57483,182800.636,1830,299858
GCF_003515825.1,17,1631665,95980.3,179975,84664,60900,181259.001,5130,311405
GCF_017874575.1,34,2222530,65368.5,151979,78984,48007,185325.363,1023,393419
GCF_018327645.1,115,1805525,15700.2,170905,53741,42579,154930.747,200,299761
GCF_018987235.1,1,2239089,2239089.0,2239089,2239089,2239089,2239089.000,2239089,2239089
GCF_020042125.1,1,2526154,2526154.0,2526154,2526154,2526154,2526154.000,2526154,2526154
GCF_020042005.1,3,2818964,939654.7,2423824,2423824,200485,2111771.412,194655,2423824
GCF_016767795.1,1,2411492,2411492.0,2411492,2411492,2411492,2411492.000,2411492,2411492
GCF_009730275.1,2,2386960,1193480.0,2373487,2373487,2373487,2360166.094,13473,2373487
GCF_020887095.1,2,2397766,1198883.0,2363434,2363434,2363434,2330085.154,34332,2363434
GCF_003971565.1,2,2367925,1183962.5,2351263,2351263,2351263,2334835.486,16662,2351263
GCF_020042225.1,2,2447242,1223621.0,2350925,2350925,2350925,2262189.567,96317,2350925
GCF_013487905.1,1,2349358,2349358.0,2349358,2349358,2349358,2349358.000,2349358,2349358
GCF_003795065.1,1,2345902,2345902.0,2345902,2345902,2345902,2345902.000,2345902,2345902
GCF_021278945.1,1,2321025,2321025.0,2321025,2321025,2321025,2321025.000,2321025,2321025
GCF_018885325.1,4,2391600,597900.0,2315587,2315587,2315587,2243014.350,9163,2315587
GCF_021278925.1,1,2308435,2308435.0,2308435,2308435,2308435,2308435.000,2308435,2308435
GCF_009933525.1,2,2325084,1162542.0,2145933,2145933,2145933,1994389.674,179151,2145933
GCF_013456995.1,1,2039590,2039590.0,2039590,2039590,2039590,2039590.000,2039590,2039590
GCF_009769205.1,2,2039404,1019702.0,2023061,2023061,2023061,2006979.933,16343,2023061
